1,STATE ABBREVIATION,D,FEC ID#,(I),CANDIDATE NAME (First),CANDIDATE NAME (Last),CANDIDATE NAME,TOTAL VOTES,PARTY,GENERAL VOTES ,GENERAL %,GE RUNOFF ELECTION VOTES (LA),GE RUNOFF ELECTION % (LA),"COMBINED GE PARTY TOTALS (CT, NY, SC)","COMBINED % (CT, NY, SC)",GE WINNER INDICATOR,FOOTNOTES,
280,CA,06,H6CA05195,(I),Doris ,Matsui,"Matsui, Doris ",,D,"160,667",75.05%,,,,,W,,
281,CA,06,H2CA06291,,"Joseph, Sr.",McRay,"McRay, Joseph, Sr.",,R,"53,406",24.95%,,,,,,,
282,CA,06,H0CA05073,,Erik,Smitt,"Smitt, Erik",,R,,,,,,,,,
283,CA,06,n/a,,,,,District Votes:,,"214,073",,,,,,,,
284,CA,,n/a,,,,DISTRICT 7,,,,,,,,,,"*  California utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation.",
285,CA,07,H0CA03078,,Ami ,Bera,"Bera, Ami ",,D,"141,241",51.68%,,,,,W,,
286,CA,07,H6CA34112,(I),Dan,Lungren,"Lungren, Dan",,R,"132,050",48.32%,,,,,,,
287,CA,07,H2CA07117 ,,Curt,Taras,"Taras, Curt",,NOP,,,,,,,,,
288,CA,07,H8CA05134,,Douglas Arthur,Tuma,"Tuma, Douglas Arthur",,LIB,,,,,,,,,
289,CA,07,n/a,,,,,District Votes:,,"273,291",,,,,,,,
290,CA,,n/a,,,,DISTRICT 8,,,,,,,,,,"*  California utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation.",
291,CA,08,H2CA08164,,Paul ,Cook,"Cook, Paul ",,R,"103,093",57.39%,,,,,W,,
292,CA,08,H2CA41116,,Gregg,Imus,"Imus, Gregg",,R,"76,551",42.61%,,,,,,,
293,CA,08,H0CA42175,,Phil,Liberatore,"Liberatore, Phil",,R,,,,,,,,,
294,CA,08,H8CA25058,,Jackie ,Conaway,"Conaway, Jackie ",,D,,,,,,,,,
295,CA,08,B2CA08156,,Brad,Mitzelfelt,"Mitzelfelt, Brad",,R,,,,,,,,,
296,CA,08,H2CA00138,,John ,Pinkerton,"Pinkerton, John ",,D,,,,,,,,,
297,CA,08,H2CA08149,,Angela,Valles,"Valles, Angela",,R,,,,,,,,,
298,CA,08,H2CA08131,,Ryan,McEachron,"McEachron, Ryan",,R,,,,,,,,,
299,CA,08,H2CA08180,,Anthony ,Adams,"Adams, Anthony ",,NOP,,,,,,,,,
300,CA,08,H2CA08172,,Bill,Jensen,"Jensen, Bill",,R,,,,,,,,,
301,CA,08,H4CA40049,,George T.,Craig,"Craig, George T.",,R,,,,,,,,,
302,CA,08,H2CA08206 ,,Joseph D.,Napolitano,"Napolitano, Joseph D.",,R,,,,,,,,,
303,CA,08,H2CA08198 ,,Dennis L.,Albertsen,"Albertsen, Dennis L.",,R,,,,,,,,,
304,CA,08,n/a,,,,,District Votes:,,"179,644",,,,,,,,
305,CA,,n/a,,,,DISTRICT 9,,,,,,,,,,"*  California utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation.",
306,CA,09,H4CA11081,(I),Jerry ,McNerney,"McNerney, Jerry ",,D,"118,373",55.55%,,,,,W,,
307,CA,09,H2CA11135,,Ricky ,Gill,"Gill, Ricky ",,R,"94,704",44.45%,,,,,,,
308,CA,09,H2CA09105,,John ,McDonald,"McDonald, John ",,R,,,,,,,,,
309,CA,09,n/a,,,,,District Votes:,,"213,077",,,,,,,,
310,CA,,n/a,,,,DISTRICT 10,,,,,,,,,,"*  California utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation.",
311,CA,10,H0CA19173,(I),Jeff,Denham,"Denham, Jeff",,R,"110,265",52.71%,,,,,W,,
312,CA,10,H2CA10145,,Jose,Hernandez,"Hernandez, Jose",,D,"98,934",47.29%,,,,,,,
313,CA,10,H2CA10152,,Chad M.,Condit,"Condit, Chad M.",,NOP,,,,,,,,,
314,CA,10,H2CA00096,,"Michael J. ""Mike""",Barkley,"Barkley, Michael J. ""Mike""",,D,,,,,,,,,
315,CA,10,H2CA10160 ,,Troy Wayne,McComak,"McComak, Troy Wayne",,NOP,,,,,,,,,
316,CA,10,n/a,,,,,District Votes:,,"209,199",,,,,,,,
317,CA,,n/a,,,,DISTRICT 11,,,,,,,,,,"*  California utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation.",
318,CA,11,H6CA07043,(I),George ,Miller,"Miller, George ",,D,"200,743",69.73%,,,,,W,,
319,CA,11,H8CA07031,,Virginia,Fuller,"Fuller, Virginia",,R,"87,136",30.27%,,,,,,,
320,CA,11,H0CA07111,,John ,Fitzgerald,"Fitzgerald, John ",,D,,,,,,,,,
321,CA,11,H2CA11168,,Cheryl ,Sudduth,"Sudduth, Cheryl ",,D,,,,,,,,,
322,CA,11,n/a,,,,,District Votes:,,"287,879",,,,,,,,
323,CA,,n/a,,,,DISTRICT 12,,,,,,,,,,"*  California utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation.",
324,CA,12,H8CA05035,(I),Nancy ,Pelosi,"Pelosi, Nancy ",,D,"253,709",85.08%,,,,,W,,
325,CA,12,H0CA08069,,John ,Dennis,"Dennis, John ",,R,"44,478",14.92%,,,,,,,
326,CA,12,H4CA12089,,Barry,Hermanson,"Hermanson, Barry",,GRE,,,,,,,,,
327,CA,12,H0CA10172,,David ,Peterson,"Peterson, David ",,D,,,,,,,,,
328,CA,12,H0CA08077,,Summer Justice,Shields,"Shields, Summer Justice",,D,,,,,,,,,
329,CA,12,H2CA11176,,Américo Arturo,Diaz,"Diaz, Américo Arturo",,D,,,,,,,,,
330,CA,12,n/a,,,,,District Votes:,,"298,187",,,,,,,,
331,CA,,n/a,,,,DISTRICT 13,,,,,,,,,,"*  California utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation.",
332,CA,13,H8CA09060,(I),Barbara ,Lee,"Lee, Barbara ",,D,"250,436",86.78%,,,,,W,,
333,CA,13,H2CA13099,,Marilyn M.,Singleton,"Singleton, Marilyn M.",,NOP,"38,146",13.22%,,,,,,,
334,CA,13,H0CA13093,,Justin,Jelincic,"Jelincic, Justin",,D,,,,,,,,,
335,CA,13,n/a,,,,,District Votes:,,"288,582",,,,,,,,
336,CA,,n/a,,,,DISTRICT 14,,,,,,,,,,"*  California utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation.",
337,CA,14,H8CA12171,(I),Jackie ,Speier,"Speier, Jackie ",,D,"203,828",78.92%,,,,,W,,
338,CA,14,H2CA14139,,Deborah (Debbie),Bacigalupi,"Bacigalupi, Deborah (Debbie)",,R,"54,455",21.08%,,,,,,,
339,CA,14,H8CA12148,,Michael J.,Moloney,"Moloney, Michael J.",,D,,,,,,,,,
340,CA,14,n/a,,,,,District Votes:,,"258,283",,,,,,,,
341,CA,,n/a,,,,DISTRICT 15,,,,,,,,,,"*  California utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation.",
342,CA,15,H2CA15094,,Eric,Swalwell,"Swalwell, Eric",,D,"120,388",52.11%,,,,,W,,
343,CA,15,H6CA09023,(I),Fortney Pete ,Stark,"Stark, Fortney Pete ",,D,"110,646",47.89%,,,,,,,
344,CA,15,H0CA13119,,"Christopher ""Chris"" J.",Pareja,"Pareja, Christopher ""Chris"" J.",,NOP,,,,,,,,,
345,CA,15,n/a,,,,,District Votes:,,"231,034",,,,,,,,
346,CA,,n/a,,,,DISTRICT 16,,,,,,,,,,"*  California utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation.",
347,CA,16,H4CA20082,(I),Jim,Costa,"Costa, Jim",,D,"84,649",57.41%,,,,,W,,
348,CA,16,H2CA16092,,Brian Daniel ,Whelan,"Whelan, Brian Daniel ",,R,"62,801",42.59%,,,,,,,
349,CA,16,H2CA16100,,Johnny M. ,Tacherra,"Tacherra, Johnny M. ",,R,,,,,,,,,
350,CA,16,H2CA16118,,Mark ,Garcia,"Garcia, Mark ",,R,,,,,,,,,
351,CA,16,H0CA19132,,Loraine ,Goodwin,"Goodwin, Loraine ",,D,,,,,,,,,
352,CA,16,n/a,,,,,District Votes:,,"147,450",,,,,,,,
353,CA,,n/a,,,,DISTRICT 17,,,,,,,,,,"*  California utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation.",
354,CA,17,H0CA15148,(I),Mike ,Honda,"Honda, Mike ",,D,"159,392",73.54%,,,,,W,,
355,CA,17,H2CA17090,,Evelyn ,Li,"Li, Evelyn ",,R,"57,336",26.46%,,,,,,,
356,CA,17,H2CA17108,,Charles ,Richardson,"Richardson, Charles ",,NOP,,,,,,,,,
357,CA,17,n/a,,,,,District Votes:,,"216,728",,,,,,,,
358,CA,,n/a,,,,DISTRICT 18,,,,,,,,,,"*  California utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation.",
359,CA,18,H8CA12098,(I),Anna G.,Eshoo,"Eshoo, Anna G.",,D,"212,831",70.49%,,,,,W,,
360,CA,18,H0CA14075,,Dave ,Chapman,"Chapman, Dave ",,R,"89,103",29.51%,,,,,,,
361,CA,18,H2CA18122,,William ,Parks,"Parks, William ",,D,,,,,,,,,
362,CA,18,H6CA14098,,Carol ,Brouillet,"Brouillet, Carol ",,GRE,,,,,,,,,
363,CA,18,n/a,,,,,District Votes:,,"301,934",,,,,,,,
364,CA,,n/a,,,,DISTRICT 19,,,,,,,,,,"*  California utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation.",
365,CA,19,H4CA16049,(I),Zoe ,Lofgren,"Lofgren, Zoe ",,D,"162,300",73.24%,,,,,W,,
366,CA,19,H2CA19112,,Robert ,Murray,"Murray, Robert ",,R,"59,313",26.76%,,,,,,,
367,CA,19,H2CA19120,,Phat ,Nguyen,"Nguyen, Phat ",,R,,,,,,,,,
368,CA,19,H2CA19138 ,,Jay Blas Jacob,Cabrera,"Cabrera, Jay Blas Jacob",,NOP,,,,,,,,,
369,CA,19,n/a,,,,,District Votes:,,"221,613",,,,,,,,
370,CA,,n/a,,,,DISTRICT 20,,,,,,,,,,"*  California utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation.",
371,CA,20,H4CA17021,(I),Sam,Farr,"Farr, Sam",,D,"172,996",74.07%,,,,,W,,
372,CA,20,H8CA17089,,Jeff,Taylor,"Taylor, Jeff",,R,"60,566",25.93%,,,,,,,
373,CA,20,H2CA20110,,Mike,LeBarre,"LeBarre, Mike",,R,,,,,,,,,
374,CA,20,H6CA16069,,Art ,Dunn,"Dunn, Art ",,D,,,,,,,,,
375,CA,20,H0CA17151,,Eric,Petersen,"Petersen, Eric",,GRE,,,,,,,,,
376,CA,20,H0CA17185,,Ronald Paul,Kabat,"Kabat, Ronald Paul",,NOP,,,,,,,,,
377,CA,20,H2CA20128,,Dan ,Caudle,"Caudle, Dan ",,NOP,,,,,,,,,
378,CA,20,n/a,,,,,District Votes:,,"233,562",,,,,,,,
379,CA,,n/a,,,,DISTRICT 21,,,,,,,,,,"*  California utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation.",
380,CA,21,H2CA20094,,David G.,Valadao,"Valadao, David G.",,R,"67,164",57.76%,,,,,W,,
381,CA,21,H0CA19082,,John ,Hernandez,"Hernandez, John ",,D,"49,119",42.24%,,,,,,,
382,CA,21,H2CA21167,,Blong ,Xiong,"Xiong, Blong ",,D,,,,,,,,,
383,CA,21,n/a,,,,,District Votes:,,"116,283",,,,,,,,
384,CA,,n/a,,,,DISTRICT 22,,,,,,,,,,"*  California utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation.",
385,CA,22,H8CA20059,(I),Devin G.,Nunes,"Nunes, Devin G.",,R,"132,386",61.88%,,,,,W,,
386,CA,22,H2CA22140,,Otto,Lee,"Lee, Otto",,D,"81,555",38.12%,,,,,,,
387,CA,22,n/a,,,,,District Votes:,,"213,941",,,,,,,,
388,CA,,n/a,,,,DISTRICT 23,,,,,,,,,,"*  California utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation.",
389,CA,23,H6CA22125,(I),Kevin ,McCarthy,"McCarthy, Kevin ",,R,"158,161",73.22%,,,,,W,,
390,CA,23,H2CA23122,,Terry ,Phillips,"Phillips, Terry ",,NOP,"57,842",26.78%,,,,,,,
391,CA,23,H2CA23130,,Eric ,Parker,"Parker, Eric ",,R,,,,,,,,,
392,CA,23,n/a,,,,,District Votes:,,"216,003",,,,,,,,
393,CA,,n/a,,,,DISTRICT 24,,,,,,,,,,"*  California utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation.",
394,CA,24,H8CA22089,(I),Lois,Capps,"Capps, Lois",,D,"156,749",55.10%,,,,,W,,
395,CA,24,H2CA23106,,Abel,Maldonado,"Maldonado, Abel",,R,"127,746",44.90%,,,,,,,
396,CA,24,H2CA23114,,Chris ,Mitchum,"Mitchum, Chris ",,R,,,,,,,,,
397,CA,24,H2CA24161,,Matt,Boutté,"Boutté, Matt",,NOP,,,,,,,,,
398,CA,24,n/a,,,,,District Votes:,,"284,495",,,,,,,,
399,CA,,n/a,,,,DISTRICT 25,,,,,,,,,,"*  California utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation.",
400,CA,25,H2CA25036,(I),"Howard P. ""Buck""",McKeon,"McKeon, Howard P. ""Buck""",,R,"129,593",54.78%,,,,,W,,
401,CA,25,H2CA25143,,Lee C.,Rogers,"Rogers, Lee C.",,D,"106,982",45.22%,,,,,,,
402,CA,25,H2CA25176,,Dante ,Acosta,"Acosta, Dante ",,R,,,,,,,,,
403,CA,25,H2CA25168,,Cathie,Wright,"Wright, Cathie",,R,,,,,,,,,
404,CA,25,n/a,,,,,District Votes:,,"236,575",,,,,,,,
405,CA,,n/a,,,,DISTRICT 26,,,,,,,,,,"*  California utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation.",
406,CA,26,H2CA00120,,Julia ,Brownley,"Brownley, Julia ",,D,"139,072",52.69%,,,,,W,,
407,CA,26,H2CA26109,,Tony ,Strickland,"Strickland, Tony ",,R,"124,863",47.31%,,,,,,,
408,CA,26,H2CA26091,,Linda ,Parks,"Parks, Linda ",,NOP,,,,,,,,,
409,CA,26,H2CA26117,,Jess,Herrera,"Herrera, Jess",,D,,,,,,,,,
410,CA,26,H2CA24153,,David Cruz,Thayne,"Thayne, David Cruz",,D,,,,,,,,,
411,CA,26,H0CA23068,,Albert Maxwell,Goldberg,"Goldberg, Albert Maxwell",,D,,,,,,,,,
412,CA,26,n/a,,,,,District Votes:,,"263,935",,,,,,,,
413,CA,,n/a,,,,DISTRICT 27,,,,,,,,,,"*  California utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation.",
414,CA,27,H0CA32101,(I),Judy ,Chu,"Chu, Judy ",,D,"154,191",63.98%,,,,,W,,
415,CA,27,H2CA27198,,Jack ,Orswell,"Orswell, Jack ",,R,"86,817",36.02%,,,,,,,
416,CA,27,H2CA27206,,Bob,Duran,"Duran, Bob",,R,,,,,,,,,
417,CA,27,n/a,,,,,District Votes:,,"241,008",,,,,,,,
418,CA,,n/a,,,,DISTRICT 28,,,,,,,,,,"*  California utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation.",
419,CA,28,H0CA27085,(I),Adam,Schiff,"Schiff, Adam",,D,"188,703",76.49%,,,,,W,,
420,CA,28,H0CA33133,,Phil ,Jennerjahn,"Jennerjahn, Phil ",,R,"58,008",23.51%,,,,,,,
421,CA,28,H0CA28109,,Jenny ,Worman,"Worman, Jenny ",,R,,,,,,,,,
422,CA,28,H2CA28147,,Garen,Mailyan,"Mailyan, Garen",,R,,,,,,,,,
423,CA,28,H6CA31126,,Sal,Genovese,"Genovese, Sal",,D,,,,,,,,,
424,CA,28,H2CA28139,,Massie,Munroe,"Munroe, Massie",,D,,,,,,,,,
425,CA,28,H2CA28121,,Jonathan Ryan ,Kalbfeld,"Kalbfeld, Jonathan Ryan ",,D,,,,,,,,,
426,CA,28,n/a,,,,,District Votes:,,"246,711",,,,,,,,
427,CA,,n/a,,,,DISTRICT 29,,,,,,,,,,"*  California utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation.",
428,CA,29,H2CA28113,,Tony ,Cárdenas,"Cárdenas, Tony ",,D,"111,287",74.05%,,,,,W,,
429,CA,29,H2CA28097,,David R. ,Hernandez,"Hernandez, David R. ",,NOP,"38,994",25.95%,,,,,,,
430,CA,29,H0CA28117,,Richard A.,Valdez,"Valdez, Richard A.",,D,,,,,,,,,
431,CA,29,n/a,,,,,District Votes:,,"150,281",,,,,,,,
432,CA,,n/a,,,,DISTRICT 30,,,,,,,,,,"*  California utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation.",
433,CA,30,H6CA24113,(I),Brad,Sherman,"Sherman, Brad",,D,"149,456",60.30%,,,,,W,,
434,CA,30,H2CA26026,(I),Howard L.,Berman,"Berman, Howard L.",,D,"98,395",39.70%,,,,,,,
435,CA,30,H0CA27101,,Mark ,Reed,"Reed, Mark ",,R,,,,,,,,,
436,CA,30,H8CA27088,,Navraj,Singh,"Singh, Navraj",,R,,,,,,,,,
437,CA,30,H2CA30242,,Susan ,Shelly,"Shelly, Susan ",,R,,,,,,,,,
438,CA,30,H2CA30259,,Michael W.,Powelson,"Powelson, Michael W.",,GRE,,,,,,,,,
439,CA,30,H2CA30267,,Vince ,Gilmore,"Gilmore, Vince ",,D,,,,,,,,,
440,CA,30,n/a,,,,,District Votes:,,"247,851",,,,,,,,
441,CA,,n/a,,,,DISTRICT 31,,,,,,,,,,"*  California utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation.",
442,CA,31,H8CA41063,(I),Gary G. ,Miller,"Miller, Gary G. ",,R,"88,964",55.18%,,,,,W,,
443,CA,31,H2CA31133,,Bob,Dutton,"Dutton, Bob",,R,"72,255",44.82%,,,,,,,
444,CA,31,H2CA31125,,Pete,Aguilar,"Aguilar, Pete",,D,,,,,,,,,
445,CA,31,H2CA31117,,Justin ,Kim,"Kim, Justin ",,D,,,,,,,,,
446,CA,31,H2CA31109,,Renea,Wickman,"Wickman, Renea",,D,,,,,,,,,
447,CA,31,H8CA41139,,Rita,Ramirez-Dean,"Ramirez-Dean, Rita",,D,,,,,,,,,
448,CA,31,n/a,,,,,District Votes:,,"161,219",,,,,,,,
449,CA,,n/a,,,,DISTRICT 32,,,,,,,,,,"*  California utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation.",
450,CA,32,H8CA34068,(I),Grace F.,Napolitano,"Napolitano, Grace F.",,D,"124,903",65.70%,,,,,W,,
451,CA,32,H0CA26087,,David L.,Miller,"Miller, David L.",,R,"65,208",34.30%,,,,,,,
452,CA,32,H2CA32214,,G. Bill ,Gonzalez,"Gonzalez, G. Bill ",,D,,,,,,,,,
453,CA,32,n/a,,,,,District Votes:,,"190,111",,,,,,,,
454,CA,,n/a,,,,DISTRICT 33,,,,,,,,,,"*  California utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation.",
455,CA,33,H6CA24048,(I),Henry A. ,Waxman,"Waxman, Henry A. ",,D,"171,860",53.96%,,,,,W,,
456,CA,33,H2CA33147,,Bill,Bloomfield,"Bloomfield, Bill",,NOP,"146,660",46.04%,,,,,,,
457,CA,33,H2CA30234,,Christopher ,David,"David, Christopher ",,R,,,,,,,,,
458,CA,33,H2CA33154,,Bruce ,Margolin,"Margolin, Bruce ",,D,,,,,,,,,
459,CA,33,H2CA36330,,Steve ,Collett,"Collett, Steve ",,LIB,,,,,,,,,
460,CA,33,H2CA33139,,David William ,Steinman,"Steinman, David William ",,GRE,,,,,,,,,
461,CA,33,H2CA33121,,Zein E. ,Obagi,"Obagi, Zein E. ",,D,,,,,,,,,
462,CA,33,H2CA33170,,Tim ,Pape,"Pape, Tim ",,D,,,,,,,,,
463,CA,33,n/a,,,,,District Votes:,,"318,520",,,,,,,,
464,CA,,n/a,,,,DISTRICT 34,,,,,,,,,,"*  California utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation.",
465,CA,34,H2CA30143,(I),Xavier ,Becerra,"Becerra, Xavier ",,D,"120,367",85.62%,,,,,W,,
466,CA,34,H2CA34061,,Stephen C.,Smith,"Smith, Stephen C.",,R,"20,223",14.38%,,,,,,,
467,CA,34,H2CA34053,,Howard ,Johnson,"Johnson, Howard ",,PAF,,,,,,,,,
468,CA,34,n/a,,,,,District Votes:,,"140,590",,,,,,,,
469,CA,,n/a,,,,DISTRICT 35,,,,,,,,,,"*  California utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation.",
470,CA,35,H2CA35118,,Gloria Negrete,McLeod,"McLeod, Gloria Negrete",,D,"79,698",55.86%,,,,,W,,
471,CA,35,H6CA42099,(I),Joe,Baca,"Baca, Joe",,D,"62,982",44.14%,,,,,,,
472,CA,35,H2CA35126,,Anthony W.,Vieyra,"Vieyra, Anthony W.",,GRE,,,,,,,,,
473,CA,35,n/a,,,,,District Votes:,,"142,680",,,,,,,,
474,CA,,n/a,,,,DISTRICT 36,,,,,,,,,,"*  California utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation.",
475,CA,36,H2CA36439,,Raul ,Ruiz,"Ruiz, Raul ",,D,"110,189",52.94%,,,,,W,,
476,CA,36,H8CA44034,(I),Mary Bono,Mack,"Mack, Mary Bono",,R,"97,953",47.06%,,,,,,,
477,CA,36,n/a,,,,,District Votes:,,"208,142",,,,,,,,
478,CA,,n/a,,,,DISTRICT 37,,,,,,,,,,"*  California utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation.",
479,CA,37,H0CA33117,(I),Karen R.,Bass,"Bass, Karen R.",,D,"207,039",86.42%,,,,,W,,
480,CA,37,H2CA37270,,Morgan,Osborne,"Osborne, Morgan",,W(R)/R,"32,541",13.58%,,,,,,,
481,CA,37,n/a,,Adam,Shbeita,"Shbeita, Adam",,W(PAF),,,,,,,,,
482,CA,37,n/a,,Sean P.,Mc Gary,"Mc Gary, Sean P.",,W(LIB),,,,,,,,,
483,CA,37,n/a,,,,,District Votes:,,"239,580",,,,,,,,
484,CA,,n/a,,,,DISTRICT 38,,,,,,,,,,"*  California utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation.",
485,CA,38,H2CA39078,(I),Linda T.,Sánchez,"Sánchez, Linda T.",,D,"145,280",67.54%,,,,,W,,
486,CA,38,H2CA38237,,Benjamin ,Campos,"Campos, Benjamin ",,R,"69,807",32.46%,,,,,,,
487,CA,38,H2CA38229,,Jorge ,Robles,"Robles, Jorge ",,R,,,,,,,,,
488,CA,38,n/a,,,,,District Votes:,,"215,087",,,,,,,,
489,CA,,n/a,,,,DISTRICT 39,,,,,,,,,,"*  California utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation.",
490,CA,39,H6CA39020,(I),Ed ,Royce,"Royce, Ed ",,R,"145,607",57.79%,,,,,W,,
491,CA,39,H2CA39136,,Jay ,Chen,"Chen, Jay ",,D,"106,360",42.21%,,,,,,,
492,CA,39,H2CA39144,,D'Marie,Mulattieri,"Mulattieri, D'Marie",,NOP,,,,,,,,,
493,CA,39,n/a,,,,,District Votes:,,"251,967",,,,,,,,
494,CA,,n/a,,,,DISTRICT 40,,,,,,,,,,"*  California utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation.",
495,CA,40,H2CA33048,(I),Lucille ,Roybal-Allard,"Roybal-Allard, Lucille ",,D,"73,940",58.89%,,,,,W,,
496,CA,40,H0CA34099,,David ,Sanchez,"Sanchez, David ",,D,"51,613",41.11%,,,,,,,
497,CA,40,n/a,,,,,District Votes:,,"125,553",,,,,,,,
498,CA,,n/a,,,,DISTRICT 41,,,,,,,,,,"*  California utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation.",
499,CA,41,H2CA43245,,Mark,Takano,"Takano, Mark",,D,"103,578",58.97%,,,,,W,,
500,CA,41,H2CA43377,,John ,Tavaglione,"Tavaglione, John ",,R,"72,074",41.03%,,,,,,,
501,CA,41,H2CA06184,,Anna ,Nevenic,"Nevenic, Anna ",,D,,,,,,,,,
502,CA,41,H2CA41124,,Vince ,Sawyer,"Sawyer, Vince ",,R,,,,,,,,,
503,CA,41,H8CA45122,,George ,Pearne,"Pearne, George ",,R,,,,,,,,,
504,CA,41,n/a,,,,,District Votes:,,"175,652",,,,,,,,
505,CA,,n/a,,,,DISTRICT 42,,,,,,,,,,"*  California utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation.",
506,CA,42,H2CA37023,(I),Ken,Calvert,"Calvert, Ken",,R,"130,245",60.59%,,,,,W,,
507,CA,42,H8CA42210,,Michael ,Williamson,"Williamson, Michael ",,D,"84,702",39.41%,,,,,,,
508,CA,42,H2CA42148,,Cliff,Smith,"Smith, Cliff",,D,,,,,,,,,
509,CA,42,H0CA45061,,Clayton,Thibodeau,"Thibodeau, Clayton",,R,,,,,,,,,
510,CA,42,H2CA42130,,Eva,Johnson,"Johnson, Eva",,R,,,,,,,,,
511,CA,42,H2CA42155,,Curt ,Novak,"Novak, Curt ",,NOP,,,,,,,,,
512,CA,42,n/a,,,,,District Votes:,,"214,947",,,,,,,,
513,CA,,n/a,,,,DISTRICT 43,,,,,,,,,,"*  California utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation.",
514,CA,43,H4CA23011,(I),Maxine,Waters,"Waters, Maxine",,D,"143,123",71.24%,,,,,W,,
515,CA,43,H2CA43385,,Bob,Flores,"Flores, Bob",,D,"57,771",28.76%,,,,,,,
516,CA,43,n/a,,,,,District Votes:,,"200,894",,,,,,,,
517,CA,,n/a,,,,DISTRICT 44,,,,,,,,,,"*  California utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation.",
518,CA,44,H8CA36097,(I),Janice,Hahn,"Hahn, Janice",,D,"99,909",60.22%,,,,,W,,
519,CA,44,H8CA37137,(I),Laura ,Richardson,"Richardson, Laura ",,D,"65,989",39.78%,,,,,,,
520,CA,44,n/a,,,,,District Votes:,,"165,898",,,,,,,,
521,CA,,n/a,,,,DISTRICT 45,,,,,,,,,,"*  California utilizes a ""Top Two"" primary election system in which the top two vote-getters in the primary election advance to the general election regardless of party affiliation.",
522,CA,45,H6CA48039,(I),John ,Campbell,"Campbell, John ",,R,"171,417",58.46%,,,,,W,,
523,CA,45,H2CA48087,,Sukhee,Kang,"Kang, Sukhee",,D,"121,814",41.54%,,,,,,,
524,CA,45,H2CA42122,,John ,Webb,"Webb, John ",,R,,,,,,,,,
525,CA,45,n/a,,,,,District Votes:,,"293,231",,,,,,,,
